,SYMBOL,CUSIP
13094,MYOK,62857M105
13095,MYOS,62857P108
13096,MYOV,G637AM102
13097,MYPS,72815G108
13098,MYPSW,72815G116
13099,MYRG,55405W104
13100,MYRX,62856H107
13101,MYSN,628635104
13102,MYT,G9396G100
13103,MYTAY,559776109
13104,MYTE,55406W103
13105,MYY,74347B250
13106,MZA,09254K109
13107,MZDAY,578787103
13108,MZZ,74348A129
13109,MZZ,74347G580
13110,MZZ,74348A343
13111,MZZZZZZ,74347G580
13112,MZZZZZZ,74348A129
13113,N103REORGPYMNT,96525N103
13114,N203SPINOFFPYMT,59134N203
13115,NAAC,G66139109
13116,NAACU,G66139117
13117,NAACW,G66139125
13118,NABIF,629523101
13119,NABL,62878D100
13120,NABZY,632525408
13121,NAC,67066Y105
13122,NACB,635162100
13123,NACB,63518P107
13124,NACP,45259A209
13125,NACQF,65345F202
13126,NAD,67066V101
13127,NADA,656837101
13128,NAFS,65670R102
13129,NAHD,64202A109
13130,NAII,638842302
13131,NAIL,25490K596
13132,NAK,66510M204
13133,NAKD,Q6519T117
13134,NAN,67066X107
13135,NANN,63010K101
13136,NANR,78463X152
13137,NANX,630079101
13138,NAOV,63008J108
13139,NAPA,26414D106
13140,NAPR,45782C334
13141,NARI,45332Y109
13142,NASB,628968109
13143,NAT,G65773106
13144,NATH,632347100
13145,NATI,636518102
13146,NATR,639027101
13147,NAUFF,641536107
13148,NAUH,63245Q105
13149,NAUT,63909J108
13150,NAV,63934E108
13151,NAVB,63937X202
13152,NAVI,63938C108
13153,NAZ,67061W104
13154,NBA,64222H100
13155,NBAC,G6463T106
13156,NBACR,G6463T122
13157,NBACU,G6463T130
13158,NBACW,G6463T114
13159,NBAU,64222H209
13160,NBAWS,64222H118
13161,NBB,67074C103
13162,NBCO,640503108
13163,NBDR,65486W105
13164,NBEV,650194103
13165,NBEV,64157V108
13166,NBEVXXXX,64157V108
13167,NBGCY,633643887
13168,NBGRY,633643879
13169,NBGV,65080W105
13170,NBH,64124P101
13171,NBHC,633707104
13172,NBIX,64125C109
13173,NBL,655044105
13174,NBLCF,G6610J209
13175,NBLRF,G6610J126
13176,NBLTF,G6610J118
13177,NBLWF,G6610J134
13178,NBLX,65506L105
13179,NBMLF,65506F108
13180,NBN,66405S100
13181,NBO,64124K102
13182,NBR,G6359F103
13183,NBR,G6359F137
13184,NBRI,657488300
13185,NBRPRA,G6359F129
13186,NBRWF,G6359F145
13187,NBRXXXX,G6359F103
13188,NBRY,650766108
13189,NBRZZZZ,G6359F137
13190,NBSE,64132K102
13191,NBST,65101L104
13192,NBSTU,65101L203
13193,NBSTW,65101L112
13194,NBTB,628778102
13195,NBTX,63009J107
13196,NBW,64123C101
13197,NBXG,64133Q108
13198,NBY,66987P201
13199,NC,629579103
13200,NCA,67062C107
13201,NCAUF,65118M103
13202,NCB,6706EB106
13203,NCBDY,62987C100
13204,NCBDY,059831107
13205,NCBS,65406E102
13206,NCEN,62957N102
13207,NCLH,G66721104
13208,NCLTY,65479L108
13209,NCMBF,38147L206
13210,NCMGY,651191108
13211,NCMI,635309107
13212,NCNA,67022C106
13213,NCNO,63947U107
13214,NCPCF,65389F100
13215,NCPL,64113L103
13216,NCR,62886E108
13217,NCRA,655186302
13218,NCRE,64352G104
13219,NCRRP,62886E207
13220,NCSM,628877102
13221,NCSM,628877201
13222,NCSMZZZZ,628877201
13223,NCTKY,62957T109
13224,NCTY,88337K302
13225,NCTY,88337K203
13226,NCTYXXXX,88337K203
13227,NCTYZZZZ,88337K302
13228,NCV,018828103
13229,NCV,92838X102
13230,NCVPRA,018828707
13231,NCVPRA,92838X706
13232,NCVPRAXXXX,018828707
13233,NCVXXXX,018828103
13234,NCXS,62877Y105
13235,NCZ,018825109
13236,NCZ,92838U108
13237,NCZPRA,92838U702
13238,NCZPRA,018825802
13239,NCZPRAXXXX,018825802
13240,NCZXXXX,018825109
13241,NDAC,65413D105
13242,NDACU,65413D204
13243,NDACW,65413D113
13244,NDAQ,631103108
13245,NDBKY,63975K104
13246,NDEKY,654802206
13247,NDEND,06612P200
13248,NDENF,06612P101
13249,NDENF,152376109
13250,NDENFXXXX,06612P200
13251,NDEV,67011R205
13252,NDGPY,65439E202
13253,NDLS,65540B105
13254,NDMO,67079X102
13255,NDP,89148K200
13256,NDP,89148K101
13257,NDPZZZZ,89148K200
13258,NDRA,29273B104
13259,NDRAW,29273B112
13260,NDSN,655663102
13261,NDVG,67092P821
13262,NDVLY,649274305
13263,NDVN,63948R103
13264,NDYN,92744A105
13265,NDYN,629709205
13266,NDYND,92744A105
13267,NE,G65431101
13268,NE,G6610J209
13269,NEA,670657105
13270,NEAR,46431W507
13271,NEBC,629070103
13272,NEBCU,629070202
13273,NEBCW,629070111
13274,NEBLQ,G65431101
13275,NEBU,629076100
13276,NEBUU,629076209
13277,NEBUW,629076118
13278,NECA,641872106
13279,NECB,664112109
13280,NECB,664121100
13281,NEE,65339F101
13282,NEED,25459Y785
13283,NEEPRI,65339K803
13284,NEEPRJ,65339K886
13285,NEEPRK,65339K100
13286,NEEPRN,65339K860
13287,NEEPRO,65339F796
13288,NEEPRP,65339F770
13289,NEEPRQ,65339F739
13290,NEGG,G6483G100
13291,NEIK,66704D101
13292,NEM,651639106
13293,NEMCF,643844202
13294,NEN,644206104
13295,NEO,64049M209
13296,NEOG,640491106
13297,NEON,64051M709
13298,NEOS,64052L106
13299,NEOV,640655106
13300,NEP,65341B106
13301,NEPH,640671400
13302,NEPT,64079L105
13303,NERD,53656F706
13304,NERG,67060K101
13305,NERV,603380106
13306,NES,67091K302
13307,NESR,G6375R107
13308,NESRW,G6375R115
13309,NESW,644217101
13310,NET,18915M107
13311,NETE,64111R300
13312,NETI,Y2294C107
13313,NETL,26922A248
13314,NEU,651587107
13315,NEUN,64124F301
13316,NEV,67074M101
13317,NEVDD,64128F703
13318,NEVE,64157B102
13319,NEW,74704P108
13320,NEWA,G64335105
13321,NEWDF,651346108
13322,NEWH,651451106
13323,NEWP,64782A107
13324,NEWR,64829B100
13325,NEWT,652526203
13326,NEWTI,652526500
13327,NEWTL,652526609
13328,NEWTZ,652526708
13329,NEX,65290C105
13330,NEXA,L67359106
13331,NEXCF,65343B104
13332,NEXD,65343X106
13333,NEXI,65344D109
13334,NEXNF,65344W107
13335,NEXOY,65340H104
13336,NEXS,65341U104
13337,NEXT,65342K105
13338,NEXTW,65342K113
13339,NEXXY,65343F105
13340,NFBK,66611T108
13341,NFE,644393100
13342,NFG,636180101
13343,NFH,G6461G106
13344,NFHWS,G6461G114
13345,NFIN,G6455A107
13346,NFINU,G6455A123
13347,NFINW,G6455A115
13348,NFJ,92840R101
13349,NFJ,01883A107
13350,NFJXXXX,01883A107
13351,NFLDF,30219M105
13352,NFLT,26923G707
13353,NFLX,64110L106
13354,NFO,46137V555
13355,NFRA,33939L795
13356,NFRMY,67053P109
13357,NFTI,654865104
13358,NFTY,33737J802
13359,NFYSU,G3167L125
13360,NG,66987E206
13361,NGA,66516T104
13362,NGAB,66516U101
13363,NGABU,66516U200
13364,NGABWS,66516U119
13365,NGAC,G65305107
13366,NGACU,G65305115
13367,NGACW,G65305123
13368,NGAU,66516T203
13369,NGAWS,66516T112
13370,NGC,66516W107
13371,NGCA,G65317102
13372,NGCAU,G65317110
13373,NGCAW,G65317128
13374,NGCRY,629721101
13375,NGCU,66516W206
13376,NGCWS,66516W115
13377,NGD,644535106
13378,NGE,37954Y665
13379,NGENF,64082X203
13380,NGG,636274409
13381,NGHC,636220303
13382,NGHCN,636220857
13383,NGHCO,636220808
13384,NGHCP,636220709
13385,NGHCZ,636220873
13386,NGL,62913M107
13387,NGLD,64130W108
13388,NGLD,64130W207
13389,NGLDD,64130W207
13390,NGLOY,03485P300
13391,NGLPRB,62913M206
13392,NGLPRC,62913M305
13393,NGLSPRA,87611X204
13394,NGM,62921N105
13395,NGMC,65340V103
13396,NGMS,L6673X107
13397,NGPHF,66516A105
13398,NGQRF,48086P100
13399,NGRC,636268203
13400,NGRP,65343Q101
13401,NGS,63886Q109
13402,NGTF,65412F101
13403,NGUGF,644902108
13404,NGVC,63888U108
13405,NGVT,45688C107
13406,NH,630104107
13407,NHA,670687102
13408,NHC,635906100
13409,NHF,65340G205
13410,NHFPRA,65340G304
13411,NHHHF,35954F108
13412,NHI,63633D104
13413,NHIC,651448102
13414,NHICU,651448201
13415,NHICW,651448110
13416,NHLD,636375206
13417,NHLDW,636375115
13418,NHLE,65341J109
13419,NHLG,63633Y108
13420,NHMD,63228Q106
13421,NHMPD,43665H207
13422,NHMPF,43665H108
13423,NHMPF,639021104
13424,NHMPF,43665H207
13425,NHMPFXXXX,639021104
13426,NHNKY,65412C108
13427,NHS,64128C106
13428,NHTC,63888P406
13429,NHYDY,656531605
13430,NHYF,63888X102
13431,NI,65473P105
13432,NIABY,65366E100
13433,NIB,06739H313
13434,NICE,653656108
13435,NICK,65373J209
13436,NICLF,18274C104
13437,NID,670671106
13438,NIDB,664196201
13439,NIE,92841M101
13440,NIE,018829101
13441,NIEXXXX,018829101
13442,NIFCY,654101203
13443,NIFE,25460G757
13444,NIHD,62913F508
13445,NIKLF,654014109
13446,NILA,65411Y309
13447,NILIF,86882X109
13448,NILSY,55315J102
13449,NIM,67061T101
13450,NIMC,65473P121
13451,NIMMU,65473P121
13452,NINE,65441V101
13453,NINK,62987R107
13454,NINOY,654111202
13455,NIO,62914V106
13456,NIOCF,653917104
13457,NIPMY,62914L108
13458,NIPRB,65473P881
13459,NIQ,670677103
13460,NISN,G6593L106
13461,NIU,65481N100
13462,NJAN,45782C466
13463,NJDCY,654090109
13464,NJMC,645827106
13465,NJR,646025106
13466,NJUL,45782C276
13467,NJV,670702109
13468,NK,63016Q102
13469,NKE,654106103
13470,NKG,67072B107
13471,NKLA,654110105
13472,NKLAW,654110113
13473,NKRKY,65528V107
13474,NKRSF,653905109
13475,NKSH,634865109
13476,NKTR,640268108
13477,NKTX,65487U108
13478,NKWFF,629815101
13479,NKWFF,675252100
13480,NKX,670651108
13481,NL,629156407
13482,NLBIF,62848R106
13483,NLBIF,651509101
13484,NLBS,67098B107
13485,NLCP,651495103
13486,NLIT,66538L105
13487,NLITU,66538L204
13488,NLITW,66538L113
13489,NLLSY,64026Q108
13490,NLNK,651511107
13491,NLOK,668771108
13492,NLR,92189F601
13493,NLRCF,66538D202
13494,NLS,63910B102
13495,NLSN,G6518L108
13496,NLSP,H57830103
13497,NLSPW,H57830111
13498,NLST,64118P109
13499,NLTX,64049K104
13500,NLVVF,64639M106
13501,NLY,035710409
13502,NLYPRD,035710805
13503,NLYPRF,035710870
13504,NLYPRG,035710862
13505,NLYPRI,035710847
13506,NM,Y62197119
13507,NMBF,62919L103
13508,NMCI,Y62151108
13509,NMCO,670663103
13510,NMDBF,64051V105
13511,NMEX,665416103
13512,NMFC,647551100
13513,NMFCL,647551209
13514,NMFX,647551209
13515,NMG,66979W842
13516,NMGC,640497202
13517,NMGRD,66979W842
13518,NMGRF,66979W842
13519,NMGX,63010N105
13520,NMHLY,62919Q102
13521,NMI,67062J102
13522,NMIH,629209305
13523,NMKPRB,653522300
13524,NMKPRC,653522409
13525,NML,64129H104
13526,NMLSF,66980V106
13527,NMM,Y62267409
13528,NMMC,661204107
13529,NMMCU,661204206
13530,NMMCW,661204115
13531,NMPRG,63938Y100
13532,NMPRH,63938Y308
13533,NMR,65535H208
13534,NMRD,640442208
13535,NMRK,65158N102
13536,NMS,670734102
13537,NMT,67061E104
13538,NMTC,64130M209
13539,NMTC,64130M100
13540,NMTCD,64130M209
13541,NMTR,654405109
13542,NMXS,64111U204
13543,NMY,67061Q107
13544,NMYSF,630000107
13545,NMZ,670682103
13546,NNA,Y62159143
13547,NNADF,29472E107
13548,NNAX,64754N103
13549,NNBR,629337106
13550,NNCHY,65476F104
13551,NNDM,63008G203
13552,NNGRY,629334103
13553,NNI,64031N108
13554,NNLX,630076107
13555,NNN,637417106
13556,NNNPRF,637417874
13557,NNOMF,63010A103
13558,NNOX,M70700105
13559,NNRI,629355108
13560,NNRX,67060H108
13561,NNUP,655212207
13562,NNWWF,663278208
13563,NNXPF,63010G100
13564,NNY,67062M105
13565,NOA,656811106
13566,NOAC,63889L107
13567,NOACU,63889L206
13568,NOACW,63889L115
13569,NOAH,65487X102
13570,NOBDF,658043104
13571,NOBGY,65504R203
13572,NOBH,654892108
13573,NOBL,74348A467
13574,NOC,666807102
13575,NOCRD,6555PC202
13576,NOCRF,6555PC202
13577,NOCRF,6555PC103
13578,NOCSF,65654L105
13579,NOCT,45782C615
13580,NODB,659012108
13581,NODC,65525Q101
13582,NODK,65342T106
13583,NOG,665531109
13584,NOG,665531307
13585,NOGXXXX,665531109
13586,NOGZZZZ,665531307
13587,NOK,654902204
13588,NOM,67060Q108
13589,NOMD,G6564A105
13590,NOMNF,13751X101
13591,NOPUF,647807106
13592,NORNQ,65542W206
13593,NORSB,662642206
13594,NORW,37950E747
13595,NORX,65654V103
13596,NORZF,66976U104
13597,NOSOF,65626P101
13598,NOTV,45783Q100
13599,NOV,62955J103
13600,NOV,637071101
13601,NOVA,86745K104
13602,NOVC,66989V107
13603,NOVN,66988N106
13604,NOVN,66988N205
13605,NOVNW,66988N114
13606,NOVNXXXX,66988N106
13607,NOVNZZZZ,66988N205
13608,NOVS,67012U108
13609,NOVSU,67012U207
13610,NOVSW,67012U116
13611,NOVT,67000B104
13612,NOVV,G6759A100
13613,NOVVR,G6759A134
13614,NOVVU,G6759A126
13615,NOVVW,G6759A118
13616,NOVXXXX,637071101
13617,NOVZ,53656F680
13618,NOW,81762P102
13619,NP,640079109
13620,NPA,64822P106
13621,NPACY,74738G108
13622,NPAUU,64822P205
13623,NPAWW,64822P114
13624,NPCE,641288105
13625,NPCT,67080D103
13626,NPDCF,64804X101
13627,NPEXY,654563105
13628,NPEZD,059359208
13629,NPEZF,059359208
13630,NPEZF,059359109
13631,NPHC,67060U208
13632,NPK,637215104
13633,NPKLY,629898206
13634,NPKYY,654573104
13635,NPN,67074K105
13636,NPNYY,654633304
13637,NPO,29355X107
13638,NPPNY,65461U108
13639,NPRVF,630465102
13640,NPSCY,65461T101
13641,NPSGY,654616101
13642,NPSKY,670184100
13643,NPSNY,631512209
13644,NPTN,64051T100
13645,NPTX,64132Q109
13646,NPV,67064R102
13647,NQMIY,62890K108
13648,NQP,670972108
13649,NR,651718504
13650,NRAC,G6546R101
13651,NRACU,G6546R127
13652,NRACW,G6546R119
13653,NRBO,64132R107
13654,NRC,637372202
13655,NRDBY,65558R109
13656,NRDY,64081V109
13657,NRDYWS,64081V117
13658,NREF,65342V101
13659,NREFP,65342V408
13660,NREFPRA,65342V408
13661,NRESP,64828T508
13662,NRG,629377508
13663,NRGD,063679724
13664,NRGD,063679633
13665,NRGDXXXX,063679724
13666,NRGMD,62945U309
13667,NRGMF,53680U109
13668,NRGMF,62945U309
13669,NRGMF,62945U200
13670,NRGMFXXXX,62945U309
13671,NRGO,063679757
13672,NRGSP,631005204
13673,NRGU,06367V105
13674,NRGU,063679815
13675,NRGUXXXX,063679815
13676,NRGX,69346N107
13677,NRGZ,063679732
13678,NRIFF,67092F104
13679,NRILY,65538C206
13680,NRIM,666762109
13681,NRIS,656357100
13682,NRIX,67080M103
13683,NRK,670656107
13684,NRLB,664826104
13685,NRO,64190A103
13686,NROM,655107100
13687,NRP,63900P608
13688,NRPI,62940J200
13689,NRPR,67072S209
13690,NRRSF,65652P108
13691,NRRWF,67059X205
13692,NRSDY,65565D101
13693,NRT,659310106
13694,NRTSF,65500B103
13695,NRUC,637432105
13696,NRVTF,65542K103
13697,NRVTF,65542J205
13698,NRXCF,64129Y107
13699,NRXP,629444100
13700,NRXPW,629444118
13701,NRXXY,655572105
13702,NRYYY,669326100
13703,NRZ,64828T201
13704,NRZDP,64828T706
13705,NRZPRA,64828T300
13706,NRZPRB,64828T409
13707,NRZPRC,64828T508
13708,NRZPRD,64828T706
13709,NS,67058H102
13710,NSA,637870106
13711,NSANY,654744408
13712,NSAPRA,637870205
13713,NSARO,67021C305
13714,NSARP,67021C206
13715,NSAUF,58518M104
13716,NSC,655844108
13717,NSCIF,63000Y103
13718,NSCO,64083J104
13719,NSCOWS,64083J112
13720,NSCS,67092P839
13721,NSEC,637546102
13722,NSFDF,62948Q107
13723,NSH,639358100
13724,NSHU,639358209
13725,NSHWS,639358118
13726,NSIT,45765U103
13727,NSL,67067Y104
13728,NSP,45778Q107
13729,NSPDF,63902L100
13730,NSPR,45779A846
13731,NSPR,45779A853
13732,NSPRA,67058H201
13733,NSPRB,67058H300
13734,NSPRC,67058H409
13735,NSPRW,45779A127
13736,NSPRWS,45779A127
13737,NSPRWSB,45779A135
13738,NSPRZ,45779A135
13739,NSPX,45782A403
13740,NSPX,45782A304
13741,NSPXD,45782A403
13742,NSR,65532M606
13743,NSRCD,65343M209
13744,NSRCF,65343M100
13745,NSRCF,65343M209
13746,NSRGY,641069406
13747,NSRPF,67010B102
13748,NSRS,662546308
13749,NSRWF,65532M119
13750,NSRXD,65532M606
13751,NSRXF,65532M606
13752,NSS,67059T204
13753,NSSC,630402105
13754,NSTB,66573W107
13755,NSTBU,66573W206
13756,NSTBWS,66573W115
13757,NSTC,66574L100
13758,NSTCU,66574L209
13759,NSTCWS,66574L118
13760,NSTD,66575B101
13761,NSTDU,66575B200
13762,NSTDWS,66575B119
13763,NSTG,63009R109
13764,NSTM,67001V109
13765,NSTRY,66980J103
13766,NSTYY,66573R207
13767,NSVLF,780288106
13768,NSYC,637858101
13769,NSYS,656553104
13770,NTAH,641902200
13771,NTAHD,764069100
13772,NTAI,63011P109
13773,NTAP,64110D104
13774,NTB,G0772R208
13775,NTCO,63884N108
13776,NTCPF,66644R103
13777,NTCT,64115T104
13778,NTDOY,654445303
13779,NTDTY,629436106
13780,NTEC,45828B100
13781,NTEC,M53644148
13782,NTEDY,669743106
13783,NTEI,66988C100
13784,NTES,64110W102
13785,NTFL,64127V105
13786,NTG,89148B101
13787,NTG,89148B200
13788,NTGL,63010J104
13789,NTGN,64050Y100
13790,NTGR,64111Q104
13791,NTGXXXX,89148B101
13792,NTGZZZZ,89148B200
13793,NTIC,665809109
13794,NTIOF,633067103
13795,NTIP,64121N109
13796,NTLA,45826J105
13797,NTLK,64112B106
13798,NTN,629410606
13799,NTNTY,64112W100
13800,NTNX,67059N108
13801,NTOIY,64104Y106
13802,NTP,G63907102
13803,NTPY,64119A101
13804,NTR,67077M108
13805,NTRA,632307104
13806,NTRB,67092M208
13807,NTRBW,67092M125
13808,NTRP,64129T207
13809,NTRR,64129C303
13810,NTRS,665859104
13811,NTRSO,665859856
13812,NTRU,63883U103
13813,NTSE,97717Y642
13814,NTSI,97717Y634
13815,NTST,64119V303
13816,NTSX,97717Y790
13817,NTTNP,636220857
13818,NTTYY,654624105
13819,NTUS,639050103
13820,NTWK,64115A402
13821,NTWN,653243204
13822,NTX,670983105
13823,NTXFY,63873D103
13824,NTZ,63905A200
13825,NUAG,67092P102
13826,NUAN,67020Y100
13827,NUBC,667056105
13828,NUBD,67092P870
13829,NUDM,67092P805
13830,NUDV,67092P813
13831,NUE,670346105
13832,NUEC,670365105
13833,NUEM,67092P888
13834,NUGL,629429101
13835,NUGO,67092P797
13836,NUGS,13765M109
13837,NUGT,25460E844
13838,NUGT,25460G781
13839,NUGTXXXX,25460E844
13840,NUGTZZZZ,25460G781
13841,NUGX,67053X102
13842,NUHY,67092P854
13843,NUKK,67053Q107
13844,NULC,67092P862
13845,NULG,67092P201
13846,NULV,67092P300
13847,NUM,670979103
13848,NUMD,67021R104
13849,NUMG,67092P409
13850,NUMV,67092P508
13851,NUO,670980101
13852,NUPMF,64782A107
13853,NUPMF,647824101
13854,NURE,67092P706
13855,NURO,641255807
13856,NUROW,641255211
13857,NUS,67018T105
13858,NUSA,67092P110
13859,NUSC,67092P607
13860,NUSI,26922A172
13861,NUTTQ,670694108
13862,NUUU,759408107
13863,NUV,670928100
13864,NUVA,670704105
13865,NUVB,67080N101
13866,NUVBWS,67080N119
13867,NUVG,67075W108
13868,NUVI,29156L104
13869,NUVL,670703107
13870,NUVM,67071X100
13871,NUVR,67075V100
13872,NUVSF,67072Q104
13873,NUW,670695105
13874,NUWE,67113Y108
13875,NUZE,67073S208
13876,NVACF,66980W104
13877,NVAX,670002401
13878,NVCN,64065J304
13879,NVCR,G6674U108
13880,NVDA,67066G104
13881,NVDEF,64128D203
13882,NVEC,629445206
13883,NVEE,62945V109
13884,NVEI,67079A102
13885,NVES,67075X106
13886,NVFY,66979P201
13887,NVG,67071L106
13888,NVGLF,67090W208
13889,NVGS,Y62132108
13890,NVGT,66989F102
13891,NVIV,46186M407
13892,NVLNF,67001K202
13893,NVMI,M7516K103
13894,NVMZ,53656F680
13895,NVNO,29415J106
13896,NVNOW,29415J114
13897,NVNT,670085109
13898,NVO,670100205
13899,NVOS,67011T201
13900,NVOS,67011T102
13901,NVOSD,67011T201
13902,NVQ,30151E673
13903,NVR,62944T105
13904,NVRO,64157F103
13905,NVRVF,67010X104
13906,NVS,66987V109
13907,NVSA,G6529L105
13908,NVSAU,G6529L113
13909,NVSAW,G6529L121
13910,NVST,29415F104
13911,NVT,G6700G107
13912,NVTA,46185L103
13913,NVTQF,89485U100
13914,NVTQF,89485T103
13915,NVTRQ,67075N108
13916,NVUS,67011N204
13917,NVUS,67011N105
13918,NVUSZZZZ,67011N204
13919,NVVE,67079Y100
13920,NVVEW,67079Y118
13921,NVZMY,670108109
13922,NWBB,642142103
13923,NWBI,667340103
13924,NWBO,66737P600
13925,NWCCF,66744H104
13926,NWCN,64125G308
13927,NWDMF,13960M102
13928,NWDMF,643763303
13929,NWE,668074305
13930,NWFL,669549107
13931,NWG,639057108
13932,NWGI,65136T205
13933,NWGIW,65136T114
13934,NWGIW,290734110
13935,NWHM,645370107
13936,NWIN,667516108
13937,NWITY,64132B102
13938,NWKHY,64111D103
13939,NWL,651229106
13940,NWLG,67092P847
13941,NWLI,638517102
13942,NWN,66765N105
13943,NWPN,67010T103
13944,NWPX,667746101
13945,NWRCF,48978L100
13946,NWS,65249B208
13947,NWSA,65249B109
13948,NWSGY,62948T101
13949,NWVCF,29410K108
13950,NWXPF,651853103
13951,NWYF,667270201
13952,NWYU,650149107
13953,NX,747619104
13954,NXC,67063R103
13955,NXE,65340P106
13956,NXEGU,65339F739
13957,NXEN,65343D100
13958,NXGB,62954M107
13959,NXGM,65343N108
13960,NXGN,65343C102
13961,NXGPY,65337A104
13962,NXGT,65290B107
13963,NXGWF,65343L102
13964,NXJ,67069Y102
13965,NXMH,65345L100
13966,NXMR,65338F102
13967,NXN,67063V104
13968,NXNN,65342G203
13969,NXP,67062F100
13970,NXPC,65338G209
13971,NXPCD,87925H101
13972,NXPI,N6596X109
13973,NXQ,67063C106
13974,NXR,67063X100
13975,NXRT,65341D102
13976,NXST,65336K103
13977,NXTC,65343E108
13978,NXTD,67091J206
13979,NXTFF,65338X103
13980,NXTG,33737K205
13981,NXTH,67073X108
13982,NXTN,65339W203
13983,NXTP,65344G102
13984,NXTTF,53228D106
13985,NXTTF,62987D108
13986,NXTTFXXXX,62987D108
13987,NXU,67012W104
13988,NXUU,67012W203
13989,NXUWS,67012W112
13990,NXXGF,65341L203
13991,NYC,649439205
13992,NYCB,649445103
13993,NYCBPRA,649445202
13994,NYCBPRU,64944P307
13995,NYF,464288323
13996,NYMFP,649604865
13997,NYMT,649604501
13998,NYMTL,649604865
13999,NYMTM,649604873
14000,NYMTN,649604881
14001,NYMTO,649604808
14002,NYMTP,649604709
14003,NYMX,P73398102
14004,NYRSY,67077R206
14005,NYT,650111107
14006,NYV,670706100
14007,NYXGU,65339F770
14008,NZERD,650158207
14009,NZERF,650158108
14010,NZF,67070X101
14011,O,756109104
14012,OAC,G67145105
14013,OACB,G6715X103
14014,OACBU,G6715X129
14015,OACBWS,G6715X111
14016,OACU,G67145121
14017,OACWS,G67145113
14018,OAKPRA,674001300
14019,OAKPRB,674001409
14020,OAKV,67134X105
14021,OAOFY,876629205
14022,OAS,674215207
14023,OAS,674215108
14024,OASMY,67421W109
14025,OASPQ,674215108
14026,OASPW,674215116
14027,OATN,670842103
14028,OB,69002R103
14029,OBAS,M7524R116
14030,OBCI,674631106
14031,OBCN,674437108
14032,OBE,674482203
14033,OBELF,674482203
14034,OBLG,674434105
14035,OBMP,68235A200
14036,OBND,78470P804
14037,OBNK,68621T102
14038,OBNNF,688281104
14039,OBOR,500767868
14040,OBSV,H5861P103
14041,OBT,68417L107
14042,OBTX,67441R106
14043,OC,690742101
14044,OCA,68218L108
14045,OCANF,675222103
14046,OCAU,68218L207
14047,OCAWS,68218L116
14048,OCAX,670865104
14049,OCAXU,670865203
14050,OCAXW,670865112
14051,OCBG,674487103
14052,OCBGD,76151C100
14053,OCBI,68417L107
14054,OCC,683827208
14055,OCCI,67111Q107
14056,OCCIO,67111Q305
14057,OCCIP,67111Q206
14058,OCCPP,67111Q305
14059,OCDDY,674488101
14060,OCDX,G6829J107
14061,OCESP,675022206
14062,OCFC,675234108
14063,OCFCP,675234405
14064,OCFSL,675234405
14065,OCFT,68248T105
14066,OCG,G6796W107
14067,OCGN,67577C105
14068,OCGSF,690022108
14069,OCIO,26922A727
14070,OCLDY,68618H103
14071,OCLN,686228404
14072,OCN,675746309
14073,OCNSF,82831T109
14074,OCNSF,67551V103
14075,OCNSFZZZZ,82831T109
14076,OCPNY,68163W109
14077,OCQLF,67088Q106
14078,OCSI,67402D104
14079,OCSL,67401P108
14080,OCSLL,67401P306
14081,OCTX,67572P101
14082,OCTZ,53656F698
14083,OCUL,67576A100
14084,OCUP,67577R102
14085,OCX,68235C107
14086,ODC,677864100
14087,ODFL,679580100
14088,ODII,67613M109
14089,ODP,88337F105
14090,ODP,676220106
14091,ODPXXXX,676220106
14092,ODPZZZZ,88337F105
14093,ODT,676079106
14094,ODYC,67611R100
14095,OEC,L72967109
14096,OEF,464287101
14097,OEG,68559A109
14098,OEPW,68237L105
14099,OEPWU,68237L204
14100,OEPWW,68237L113
14101,OERLY,67084Q100
14102,OESX,686275108
14103,OEUR,67110P506
14104,OEZVY,92336Y107
14105,OFC,22002T108
14106,OFED,675607105
14107,OFG,67103X102
14108,OFGPRA,67103X201
14109,OFGPRB,67103X300
14110,OFGPRD,67103X409
14111,OFIX,68752M108
14112,OFLX,682095104
14113,OFS,67103B100
14114,OFSSG,67103B605
14115,OFSSI,67103B506
14116,OFSSL,67103B308
14117,OFSSZ,67103B407
14118,OG,68277G107
14119,OGCP,292102209
14120,OGE,670837103
14121,OGEN,684023302
14122,OGFGY,68618R200
14123,OGGFF,68621R106
14124,OGGNF,68622Y100
14125,OGIG,67110P704
14126,OGN,68622V106
14127,OGNRF,68707R103
14128,OGNT,68618B205
14129,OGS,68235P108
14130,OGSM,68618D102
14131,OGSRW,69036R145
14132,OGZPY,368287207
14133,OHI,681936100
14134,OHPA,68626A108
14135,OHPAU,68626A207
14136,OHPAW,68626A116
14137,OHTR,674198106
14138,OI,67098H104
14139,OIA,46132X101
14140,OIBRC,670851500
14141,OIBRQ,670851401
14142,OIH,92189H607
14143,OIH,92189F718
14144,OIHXXXX,92189F718
14145,OIHZZZZ,92189H607
14146,OII,675232102
14147,OIIM,67107W100
14148,OIL,06745R693
14149,OIL,06740P221
14150,OILD,74347Y805
14151,OILFF,65347A102
14152,OILK,74347B417
14153,OILK,74347G804
14154,OILKXXXX,74347B417
14155,OILKZZZZ,74347G804
14156,OILND,06738C760
14157,OILNF,06738C786
14158,OILNF,06738C760
14159,OILU,74347W221
14160,OILX,90270L354
14161,OILY,82937B101
14162,OIS,678026105
14163,OISHY,677890303
14164,OJIPY,678123100
14165,OJOC,678110107
