,SYMBOL,CUSIP
10912,JPMPRK,48128B580
10913,JPMPRL,48128B549
10914,JPMPRM,48128B523
10915,JPMV,46434V712
10916,JPN,233051663
10917,JPNL,25459Y413
10918,JPOTD,466391307
10919,JPOTF,466391208
10920,JPOTF,466391307
10921,JPPHY,47109W100
10922,JPS,67072C105
10923,JPSE,46641Q845
10924,JPST,46641Q837
10925,JPT,67075T105
10926,JPUS,46641Q407
10927,JPXGY,471059105
10928,JPXN,464287382
10929,JQC,67073D102
10930,JQUA,46641Q761
10931,JRE,47103U829
10932,JRI,67074Y105
10933,JRJC,169379203
10934,JRJCXXXX,169379104
10935,JRJCZZZZ,169379203
10936,JRNGF,48113W102
10937,JRNY,00162Q429
10938,JRO,6706EN100
10939,JRONY,476493101
10940,JROOF,476339106
10941,JRS,67071B108
10942,JRSH,47632P101
10943,JRSS,466280104
10944,JRVR,G5005R107
10945,JRVS,45250D103
10946,JSAIY,466249208
10947,JSCP,46641Q274
10948,JSCPY,46632X106
10949,JSD,67074X107
10950,JSDA,48023P106
10951,JSGRY,53931R103
10952,JSHG,481044105
10953,JSHLY,471122200
10954,JSM,63938C405
10955,JSMD,47103U209
10956,JSML,47103U100
10957,JSPR,471871103
10958,JSPRW,471871111
10959,JSTC,886364876
10960,JSTS,482196102
10961,JSTTY,48213U105
10962,JT,47738D101
10963,JT,47738D309
10964,JTA,67090H102
10965,JTBK,47714A105
10966,JTD,67073G105
10967,JTEKY,48124H102
10968,JTNB,466250107
10969,JTTRY,471042101
10970,JTXXXX,47738D101
10971,JTZZZZ,47738D309
10972,JUGG,G50735102
10973,JUGGU,G50735128
10974,JUGGW,G50735110
10975,JULZ,53656F664
10976,JUMSY,48138V105
10977,JUMT,48138T100
10978,JUNZ,53656F771
10979,JUPGF,G5211G101
10980,JUPW,48208F105
10981,JUPWW,48208F113
10982,JUSA,46641Q183
10983,JUSHF,48213Y107
10984,JUST,381430396
10985,JUTOY,482205101
10986,JUVAF,48222R101
10987,JUVF,482016102
10988,JVA,192176105
10989,JVAL,46641Q753
10990,JWA,968223206
10991,JWEL,G5194C101
10992,JWN,655664100
10993,JWS,G50744104
10994,JWSM,G50737108
10995,JWSMU,G50737116
10996,JWSMWS,G50737124
10997,JWSU,G50744120
10998,JWSWS,G50744112
10999,JXHLY,466295102
11000,JXHLY,29279T109
11001,JXI,464288711
11002,JXN,46817M107
11003,JYAC,47760M102
11004,JYNT,47973J102
11005,JZRIF,47214Y207
11006,JZRO,47103U787
11007,JZXN,G51400102
11008,JZZI,466299302
11009,K,487836108
11010,K100DIVDYMNT,34962K100
11011,KAEPY,484602305
11012,KAHC,48253T109
11013,KAHCU,48253T208
11014,KAHCWS,48253T117
11015,KAI,48282T104
11016,KAII,G52807107
11017,KAIIU,G52807123
11018,KAIIW,G52807115
11019,KAIKY,486364201
11020,KAIR,G52110114
11021,KAIRU,G52110122
11022,KAIRW,G52110106
11023,KAJMY,483111209
11024,KALA,483119103
11025,KALL,500767801
11026,KALU,483007704
11027,KALV,483497103
11028,KALY,483380101
11029,KAMN,483548103
11030,KAOOY,485537401
11031,KAPR,45782C342
11032,KAR,48238T109
11033,KARO,Y4600W108
11034,KARS,500767827
11035,KAST,48583U107
11036,KATX,48238M203
11037,KAVL,483104204
11038,KAVL,483104105
11039,KAVLD,483104204
11040,KAYS,486567209
11041,KAYS,486567100
11042,KAYSD,486567209
11043,KB,48241A105
11044,KBA,500767405
11045,KBAL,494274103
11046,KBCSY,48241F104
11047,KBE,78464A797
11048,KBEVD,500271200
11049,KBEVF,500271101
11050,KBH,48666K109
11051,KBLB,50075W104
11052,KBLM,48242A104
11053,KBLMR,48242A120
11054,KBLMU,48242A203
11055,KBLMW,48242A112
11056,KBND,500767702
11057,KBNT,50116V107
11058,KBNTW,50116V115
11059,KBR,48242W106
11060,KBSF,Y46002203
11061,KBUY,500767595
11062,KBWB,46138E628
11063,KBWD,46138E610
11064,KBWP,46138E586
11065,KBWR,46138E578
11066,KBWY,46138E594
11067,KC,49639K101
11068,KCAC,490073103
11069,KCAC,49006L104
11070,KCACU,49006L203
11071,KCACU,490073202
11072,KCACWS,490073111
11073,KCACWS,49006L112
11074,KCAPL,48668E309
11075,KCCA,500767553
11076,KCCB,500767843
11077,KCDMY,494386204
11078,KCE,78464A771
11079,KCGI,G5251K103
11080,KCGIU,G5251K111
11081,KCGIWS,G5251K129
11082,KCNY,500767702
11083,KDCCF,482846102
11084,KDCE,49375K208
11085,KDDIY,48667L106
11086,KDFI,500767686
11087,KDKCF,50012K106
11088,KDKGF,498903301
11089,KDMN,48283N106
11090,KDNG,G52076109
11091,KDNY,16961L106
11092,KDOZF,G5259K105
11093,KDP,49271V100
11094,KE,49428J109
11095,KEGX,49309J202
11096,KEGX,49309J103
11097,KEGXD,49309J202
11098,KEJI,37954Y210
11099,KELYA,488152208
11100,KEM,488360207
11101,KEMQ,500767876
11102,KEMX,500767769
11103,KEN,Y46717107
11104,KENS,489084202
11105,KEP,500631106
11106,KEQU,492854104
11107,KERMF,04053A105
11108,KERMF,492405204
11109,KERN,00973W102
11110,KERNW,00973W110
11111,KESG,500767660
11112,KEUA,500767561
11113,KEWL,493026108
11114,KEX,497266106
11115,KEY,493267108
11116,KEYPRI,493267702
11117,KEYPRJ,493267876
11118,KEYPRK,493267868
11119,KEYS,49338L103
11120,KF,500634209
11121,KFFB,491292108
11122,KFRC,493732101
11123,KFS,496904202
11124,KFSYF,496904137
11125,KFVG,500767611
11126,KFY,500643200
11127,KFYP,500767207
11128,KGBLY,495669103
11129,KGC,496902404
11130,KGDEY,49567R102
11131,KGEIF,50043K109
11132,KGFHY,495724403
11133,KGHI,483059101
11134,KGLDF,49549V106
11135,KGRN,500767850
11136,KGRO,500767546
11137,KGSPY,496402108
11138,KGSSF,495780108
11139,KGTFY,501102107
11140,KGTHY,50110L105
11141,KHC,500754106
11142,KHNGY,501187108
11143,KHOLY,49989A109
11144,KHYB,500767843
11145,KICK,40444Q102
11146,KIDS,68752L100
11147,KIE,78464A789
11148,KIGRY,497216101
11149,KIII,G5276C110
11150,KIIIU,G5276C128
11151,KIIIW,G5276C102
11152,KIKOY,49387U103
11153,KIM,49446R109
11154,KIMPRL,49446R737
11155,KIMPRM,49446R711
11156,KIN,494577109
11157,KINS,496719105
11158,KINZ,49714K109
11159,KINZU,49714K208
11160,KINZW,49714K117
11161,KIO,48249T106
11162,KIQ,48826D201
11163,KIRK,497498105
11164,KIROY,50125N104
11165,KISB,49771A101
11166,KITL,497787101
11167,KIWB,49835F104
11168,KJAN,45782C474
11169,KJUL,45782C284
11170,KKOYY,492531108
11171,KKPNY,780641205
11172,KKR,48251W104
11173,KKRPP,48251W401
11174,KKRPRA,48251W203
11175,KKRPRB,48251W302
11176,KKRPRC,48251W401
11177,KKRS,48253M104
11178,KL,49741E100
11179,KLAC,482480100
11180,KLAQ,49837C109
11181,KLAQU,49837C208
11182,KLAQW,49837C117
11183,KLBAY,49834M100
11184,KLCD,500767728
11185,KLDI,498455104
11186,KLDIW,498455112
11187,KLDO,483347100
11188,KLDW,46143U849
11189,KLDW,30151E608
11190,KLDWZZZZ,46143U849
11191,KLGDF,48344X101
11192,KLGDF,48344L107
11193,KLIB,494113103
11194,KLIC,501242101
11195,KLMN,48345R103
11196,KLMND,63010K101
11197,KLMR,482516309
11198,KLNE,25460G526
11199,KLR,483379103
11200,KLRWS,483379111
11201,KLTI,498454107
11202,KLTR,483467106
11203,KLXE,48253L205
11204,KLXE,48253L106
11205,KLXEXXXX,48253L106
11206,KLXEZZZZ,48253L205
11207,KLYCY,50126A101
11208,KLYG,488359100
11209,KMB,494368103
11210,KMDA,M6240T109
11211,KMDRF,491902102
11212,KMED,500767819
11213,KMF,48661E108
11214,KMFI,48767A208
11215,KMGH,48837P102
11216,KMI,49456B101
11217,KMLM,500767652
11218,KMPH,488445206
11219,KMPH,488445107
11220,KMPHD,488445206
11221,KMPR,488401100
11222,KMT,489170100
11223,KMTUY,500458401
11224,KMX,143130102
11225,KN,49926D109
11226,KNAB,063679765
11227,KNBE,49926T104
11228,KNBWY,497350306
11229,KNCAY,50048B104
11230,KNCRY,50048J107
11231,KNDI,483709101
11232,KNDYF,488493107
11233,KNEOF,Q53517126
11234,KNG,33739Q705
11235,KNG,26922A537
11236,KNGS,02072L854
11237,KNGZZZZ,33739Q705
11238,KNL,498904200
11239,KNMCY,50046R101
11240,KNOP,Y48125101
11241,KNOW,25459Y769
11242,KNRLF,50050C107
11243,KNRRY,499180107
11244,KNSA,G5269C101
11245,KNSL,49714P108
11246,KNTE,49705R105
11247,KNWN,499238103
11248,KNX,499049104
11249,KNYJY,50048H101
11250,KO,191216100
11251,KOAN,76090M102
11252,KOCG,78433H105
11253,KOCT,45782C599
11254,KOD,50015M109
11255,KODK,277461406
11256,KOF,191241108
11257,KOGMD,482451101
11258,KOGMF,49427Y503
11259,KOGMF,482451101
11260,KOIN,301505764
11261,KOKU,233051135
11262,KOL,92189F809
11263,KOL,92189H888
11264,KOLD,74347W387
11265,KOLXXXX,92189F809
11266,KOLZZZZ,92189H888
11267,KOMOF,50046B106
11268,KOMP,78468R648
11269,KONAQ,50047H201
11270,KONEF,492556105
11271,KONEF,492553102
11272,KONEFXXXX,492553102
11273,KONG,26923N504
11274,KONMY,50046R200
11275,KOP,50060P106
11276,KOPN,500600101
11277,KOR,221013105
11278,KORE,50066V107
11279,KOREF,50067K100
11280,KOREWS,50066V115
11281,KORP,025072109
11282,KORU,25459Y520
11283,KOS,500688106
11284,KOSK,68246L104
11285,KOSS,500692108
11286,KPAY,49460M101
11287,KPCPY,485785109
11288,KPELY,492051305
11289,KPLT,485859102
11290,KPLTW,485859110
11291,KPLUY,48265W108
11292,KPOC,494414105
11293,KPTCY,484605100
11294,KPTI,48576U106
11295,KPZIF,68374D106
11296,KR,501044101
11297,KRA,50077C106
11298,KRBF,50077A209
11299,KRBN,500767678
11300,KRBP,497634105
11301,KRC,49427F108
11302,KRE,78464A698
11303,KRED,50048Y104
11304,KREF,48251K100
11305,KREFP,48251K209
11306,KREFPRA,48251K209
11307,KRG,49803T300
11308,KRKR,88429K103
11309,KRMA,37954Y731
11310,KRMD,759910102
11311,KRNL,G5259L103
11312,KRNLU,G5259L111
11313,KRNLW,G5259L129
11314,KRNT,M6372Q113
11315,KRNY,48716P108
11316,KRO,50105F105
11317,KRON,50107A104
11318,KROP,37954Y178
11319,KROS,492327101
11320,KRP,49435R102
11321,KRRGD,48575L206
11322,KRRGF,48575L107
11323,KRRGF,48575L206
11324,KRT,48563L101
11325,KRTX,48576A100
11326,KRUS,501270102
11327,KRYAY,492460100
11328,KRYS,501147102
11329,KSA,46434V423
11330,KSBI,48266R207
11331,KSCD,500767710
11332,KSHB,50133S103
11333,KSHTY,50116L109
11334,KSI,48284E105
11335,KSICU,48284E204
11336,KSICW,48284E113
11337,KSM,23342Q101
11338,KSMT,G52753103
11339,KSMTU,G52753129
11340,KSMTW,G52753111
11341,KSPN,485837108
11342,KSQR,48879C100
11343,KSRYY,500679105
11344,KSS,500255104
11345,KSSH,492536107
11346,KSSRF,492537105
11347,KSTR,500767694
11348,KSU,485170302
11349,KSUPR,485170203
11350,KT,48268K101
11351,KTB,50050N103
11352,KTBA,22080E205
11353,KTCC,493144109
11354,KTEC,500767579
11355,KTEL,50050T100
11356,KTF,233368109
11357,KTH,22080R206
11358,KTHN,485835102
11359,KTN,22532R101
11360,KTNND,70470L107
11361,KTNNF,50058Q207
11362,KTOS,50077B207
11363,KTOV,49803V206
11364,KTOV,49803V107
11365,KTOVW,49803V115
11366,KTOVXXXX,49803V107
11367,KTOVZZZZ,49803V206
11368,KTP,220803100
11369,KTRA,49720K101
11370,KTTA,70261F103
11371,KTTAW,70261F111
11372,KTYB,491203105
11373,KTYCF,49804N104
11374,KUBTY,501173207
11375,KUKE,501229108
11376,KULR,50125G109
11377,KURA,50127T109
11378,KURE,500767835
11379,KURI,66981N103
11380,KURIU,66981N202
11381,KURIW,66981N111
11382,KURRY,50127R103
11383,KUYAF,50149R107
11384,KVHI,482738101
11385,KVIL,49381F102
11386,KVLE,500767645
11387,KVSA,482504107
11388,KVSB,482505104
11389,KVSC,482506102
11390,KW,489398107
11391,KWAC,496861105
11392,KWACU,496861204
11393,KWACWS,496861113
11394,KWBT,49834X205
11395,KWEB,500767306
11396,KWEMF,501506109
11397,KWGBF,48277D601
11398,KWHIY,486359201
11399,KWIK,50152R101
11400,KWPCY,493054100
11401,KWR,747316107
11402,KWT,46436E817
11403,KXI,464288737
11404,KXIN,G5223X100
11405,KXINW,G5223X134
11406,KYMR,501575104
11407,KYN,486606106
11408,KYNC,482781101
11409,KYNPRF,486606601
11410,KYNPRFCL,486606601
11411,KYOCY,501556203
11412,KYSEY,501590103
11413,KYSRW,49309J129
11414,KYSVW,49309J111
11415,KYYWY,49372T103
11416,KYZN,501596100
11417,KZIA,48669G105
11418,KZMYY,48667P107
11419,KZR,49372L100
11420,L,540424108
11421,L100PS,03965L100
11422,LAAA,G53521103
11423,LAAAU,G53521129
11424,LAAAW,G53521111
11425,LAAB,85571L103
11426,LAACZ,505346106
11427,LABD,25460G716
11428,LABD,25460E539
11429,LABDZZZZ,25460G716
11430,LABP,515069102
11431,LABU,25490K323
11432,LAC,53680Q207
11433,LACK,25459Y702
11434,LACQ,52539T107
11435,LACQU,52539T206
11436,LACQW,52539T115
11437,LAD,536797103
11438,LADFF,643253206
11439,LADR,505743104
11440,LAIX,50736W105
11441,LAKE,511795106
11442,LAMR,512816109
11443,LANC,513847103
11444,LAND,376549101
11445,LANDM,376549507
11446,LANDO,376549309
11447,LANDP,376549200
11448,LANPP,376549507
11449,LANZ,514624303
11450,LARK,51504L107
11451,LASR,65487K100
11452,LATN,G9402Q100
11453,LATNU,G9402Q118
11454,LATNW,G9402Q126
11455,LAUR,518613203
11456,LAW,126327105
11457,LAWS,520776105
11458,LAZ,G54050102
11459,LAZR,550424105
11460,LAZRW,550424113
11461,LAZY,52110H100
11462,LAZYW,52110H118
11463,LB,501797104
11464,LBAI,511637100
11465,LBAO,549266104
11466,LBAS,539573105
11467,LBAY,886364850
11468,LBC,550550107
11469,LBCC,542614102
11470,LBDC,90274D424
11471,LBJ,25460E273
11472,LBJ,25490K299
11473,LBJZZZZ,25460E273
11474,LBLCF,539481101
11475,LBLTF,518410105
11476,LBPH,54300N103
11477,LBPS,35085K109
11478,LBPSW,35085K117
11479,LBRDA,530307107
11480,LBRDK,530307305
11481,LBRDP,530307503
11482,LBRG,50582Q202
11483,LBRT,53115L104
11484,LBSI,530180108
11485,LBSR,53123T305
11486,LBSR,53123T206
11487,LBSRD,53123T305
11488,LBTI,53680L109
11489,LBTYA,G5480U104
11490,LBTYB,G5480U112
11491,LBTYK,G5480U120
11492,LBUY,52177H100
11493,LBY,529898108
11494,LBYYQ,529898108
11495,LC,52603A208
11496,LCA,51476X105
11497,LCA,51477A104
11498,LCAA,G5346G125
11499,LCAAU,G5346G109
11500,LCAAW,G5346G117
11501,LCAHU,51477A203
11502,LCAHU,51476X204
11503,LCAHW,51476X113
11504,LCAHW,51477A112
11505,LCAP,53625R104
11506,LCAPU,53625R203
11507,LCAPW,53625R112
11508,LCAR,526867106
11509,LCDX,13001C105
11510,LCDX,54948Q104
11511,LCDXXXXX,54948Q104
11512,LCG,66538H385
11513,LCHD,52168V100
11514,LCI,516012101
11515,LCID,549498103
11516,LCIDW,549498111
11517,LCII,50189K103
11518,LCLP,53185D107
11519,LCNB,50181P100
11520,LCR,527289789
11521,LCRTF,52728X208
11522,LCTC,53220Y207
11523,LCTD,09290C608
11524,LCTU,09290C509
11525,LCTX,53566P109
11526,LCUT,53222Q103
11527,LCWU,G54157121
11528,LCY,51476H100
11529,LCYAU,51476H209
11530,LCYAW,51476H118
11531,LD,06739H263
11532,LDDAD,531706307
11533,LDDAF,531706109
11534,LDDAF,531706307
11535,LDDFD,53044R206
11536,LDDFF,53044R107
11537,LDDFF,53044R206
11538,LDEM,46436E601
11539,LDGYY,51504D105
11540,LDHA,G54094100
11541,LDHAU,G54094118
11542,LDHAW,G54094126
11543,LDI,53946R106
11544,LDL,550819106
11545,LDOS,525327102
11546,LDP,19248C105
11547,LDRI,46138E560
11548,LDRS,45782C201
11549,LDSCY,514674308
11550,LDSF,33740F870
11551,LDSI,53184R107
11552,LDSID,028886109
11553,LDSN,54973Q102
11554,LDUR,72201R718
11555,LE,51509F105
11556,LEA,521865204
11557,LEAD,829658301
11558,LEAD,75605A405
11559,LEADZZZZ,829658301
11560,LEAF,52177G102
11561,LEAI,52472J108
11562,LEAP,G7552B105
11563,LEAPU,G7552B121
11564,LEAPWS,G7552B113
11565,LEAT,522132208
11566,LECO,533900106
11567,LECRF,52637G106
11568,LEDS,816645204
11569,LEE,523768109
11570,LEFUF,526682109
11571,LEG,524660107
11572,LEGA,G54085108
11573,LEGAU,G54085124
11574,LEGAW,G54085116
11575,LEGH,52472M101
11576,LEGN,52490G102
11577,LEGO,52473X106
11578,LEGOU,52473X205
11579,LEGOW,52473X114
11580,LEGR,33741X201
11581,LEGX,52472C103
11582,LEHKQ,52519Y209
11583,LEHLQ,52520B206
11584,LEJU,50187J108
11585,LEMB,464286517
11586,LEMIF,52171T100
11587,LEN,526057104
11588,LENB,526057302
11589,LEND,032108862
11590,LEO,05588W108
11591,LESL,527064109
11592,LEU,15643U104
11593,LEV,536221104
11594,LEVI,52736R102
11595,LEVL,52730D208
11596,LEVLP,52730F203
11597,LEVWS,536221112
11598,LEXI,53656F425
11599,LEXX,52886N406
11600,LEXXW,52886N117
11601,LFAC,50200K108
11602,LFACU,50200K207
11603,LFACW,50200K116
11604,LFAP,50201K107
11605,LFC,16939P106
11606,LFEQ,92189F148
11607,LFER,53216T204
11608,LFER,53216T105
11609,LFG,03940F103
11610,LFGP,523338101
11611,LFGWS,03940F111
11612,LFMD,53216B104
11613,LFMDP,53216B203
11614,LFST,53228F101
11615,LFSYY,53223Q102
11616,LFT,55025L108
11617,LFTPP,55025L207
11618,LFTPRA,55025L207
11619,LFTR,52470X109
11620,LFTRU,52470X208
11621,LFTRW,52470X117
11622,LFUS,537008104
11623,LFVN,53222K205
11624,LGAC,G54035103
11625,LGACU,G54035129
11626,LGACW,G54035111
11627,LGAH,50187E109
11628,LGBI,13765A105
11629,LGBS,52467N106
11630,LGBT,74280T201
11631,LGC,524643103
11632,LGCU,524643202
11633,LGCWS,524643111
11634,LGDOF,75624R108
11635,LGFA,535919401
11636,LGFB,535919500
11637,LGFRY,54303R101
11638,LGGNY,52463H103
11639,LGH,66538R730
11640,LGHL,53620U102
11641,LGHLW,53620U110
11642,LGI,52106W103
11643,LGIH,50187T106
11644,LGL,50186A108
11645,LGLV,78468R804
11646,LGLWS,50186A132
11647,LGMMY,52490H100
11648,LGNC,540601101
11649,LGND,53220K504
11650,LGNDZ,53220K215
11651,LGNXZ,53220K181
11652,LGNYZ,53220K199
11653,LGNZZ,53220K173
11654,LGO,517103602
11655,LGORD,517103602
11656,LGORF,517103404
11657,LGORF,517103602
11658,LGOV,33738D606
11659,LGRDY,524671104
11660,LGSXY,53223N109
11661,LGV,54319Q105
11662,LGVN,54303L104
11663,LGVU,54319Q204
11664,LGVW,543195101
11665,LGVWS,54319Q113
11666,LGVWU,543195200
11667,LGVWWS,543195119
11668,LGYV,52472D200
11669,LH,50540R409
11670,LHAA,526749106
11671,LHC,G5463R102
11672,LHC,G5463L105
11673,LHCG,50187A107
11674,LHCU,G5463R110
11675,LHCU,G5463L121
11676,LHCWS,G5463R128
11677,LHCWS,G5463L113
11678,LHDX,54948U105
11679,LHGI,53228A102
11680,LHSIF,530562107
11681,LHX,502431109
11682,LI,50202M102
11683,LIACF,027259209
11684,LIBC,530170109
11685,LIBE,65343Q101
11686,LIBE,53012R204
11687,LIBED,65343Q101
11688,LIBFD,66980V106
11689,LIBFF,66980V106
11690,LICH,53814T101
11691,LICT,50187G104
11692,LICY,50202P105
11693,LICYWS,50202P113
11694,LIDR,008183105
11695,LIDRW,008183113
11696,LIFE,002120202
11697,LIFS,53217Y103
11698,LIFZF,505440107
11699,LIGA,50187X107
11700,LIHC,530615103
11701,LII,526107107
11702,LIII,G5463T108
11703,LIIIU,G5463T116
11704,LIIIWS,G5463T124
11705,LILA,G9001E102
11706,LILAB,G9001E110
11707,LILAK,G9001E128
11708,LILAR,G9001E136
11709,LILM,N52586109
11710,LILMW,N52586117
11711,LIMAF,53278L107
11712,LIN,G5494J103
11713,LINC,533535100
11714,LIND,535219109
11715,LINK,458751302
11716,LINS,531864106
11717,LINUF,G54971208
11718,LINX,53619W101
11719,LIOPY,536197106
11720,LIQDQ,53633A101
11721,LIQT,53632A201
11722,LISMF,53680U109
11723,LIT,37954Y855
11724,LITB,53225G102
11725,LITE,55024U109
11726,LITH,90351E204
11727,LITOF,35910P109
11728,LITT,54141L100
11729,LITTU,54141L209
11730,LITTW,54141L118
11731,LIV,291361103
11732,LIVC,538031105
11733,LIVE,538142308
11734,LIVK,G5510C108
11735,LIVKU,G5510C124
11736,LIVKW,G5510C116
11737,LIVN,G5509L101
11738,LIVX,53839L208
11739,LIXT,539319202
11740,LIXT,539319103
11741,LIXTD,539319202
11742,LIXTW,539319111
11743,LIZI,53933L104
11744,LJAQ,53228M106
11745,LJAQU,53228M205
11746,LJAQW,53228M114
11747,LJPC,503459604
11748,LK,54951L109
11749,LKAI,501882104
11750,LKCO,G56981106
11751,LKFN,511656100
11752,LKHLY,54337B106
11753,LKMND,549546406
11754,LKMNF,549546406
11755,LKNCY,54951L109
11756,LKOR,33939L753
11757,LKQ,501889208
11758,LKSD,50218P107
11759,LKSDQ,50218P107
11760,LKYSF,67054W103
11761,LL,55003T107
11762,LLESY,526023205
11763,LLEX,532403201
11764,LLEXQ,532403201
11765,LLIT,G5478K118
11766,LLIT,G5478K100
11767,LLITXXXX,G5478K100
11768,LLITZZZZ,G5478K118
11769,LLKKF,Q5431K105
11770,LLL,Y46002203
11771,LLLI,513665109
11772,LLNKD,53677L203
11773,LLNKDXXXX,53677L203
11774,LLNW,53261M104
11775,LLY,532457108
11776,LM,524901105
11777,LMACA,53073L104
11778,LMACU,53073L203
11779,LMACW,53073L112
11780,LMAO,502015100
11781,LMAOU,502015209
11782,LMAOW,502015118
11783,LMAT,525558201
11784,LMB,53263P105
11785,LMBHW,53263P121
11786,LMBS,33739Q200
11787,LMDX,G5709L109
11788,LMDXW,G5709L117
11789,LMEFF,519322101
11790,LMFA,502074404
11791,LMFAW,502074115
11792,LMGDF,55026L305
11793,LMHA,524901501
11794,LMHB,524901600
11795,LMIBL,524901600
11796,LMICL,524901501
11797,LMLB,90269A476
11798,LMND,52567D107
11799,LMNGF,53627L105
11800,LMNGF,09076M101
11801,LMNL,53272L103
11802,LMNR,532746104
11803,LMNX,55027E102
11804,LMPMY,523352102
11805,LMPX,53952P101
11806,LMRK,51508J108
11807,LMRKN,51508J405
11808,LMRKO,51508J306
11809,LMRKP,51508J207
11810,LMRMF,54163Q409
11811,LMRXF,51669T101
11812,LMSC,53803W206
11813,LMSQF,51829X109
11814,LMST,53262L105
11815,LMT,539830109
11816,LMTI,517905105
11817,LMWW,502096100
11818,LN,53567X101
11819,LNC,534187109
11820,LNCLF,53359R106
11821,LND,10554B104
11822,LNDC,514766104
11823,LNEGY,55037R200
11824,LNFA,G53702109
11825,LNFAU,G53702125
11826,LNFAWS,G53702117
11827,LNG,16411R208
11828,LNGLY,53632G109
11829,LNGR,37954Y772
11830,LNGT,51805Q102
11831,LNKB,53578P105
11832,LNKG,53576C106
11833,LNN,535555106
11834,LNNGY,52989T102
11835,LNNNY,526640107
11836,LNSR,52634L108
11837,LNSTY,54211N101
11838,LNT,018802108
11839,LNTH,516544103
11840,LNVGY,526250105
11841,LNXSY,516557105
11842,LOAC,G56372132
11843,LOACR,G56372124
11844,LOACU,G56372108
11845,LOACW,G56372116
11846,LOAK,53804F103
11847,LOAKU,53804F202
11848,LOAKWS,53804F111
11849,LOAN,562803106
11850,LOB,53803X105
11851,LOCCU,538086208
11852,LOCO,268603107
11853,LODE,205750300
11854,LOFB,52177L101
11855,LOGC,54142F102
11856,LOGG,53224Q200
11857,LOGI,H50430232
11858,LOGM,54142L109
11859,LOGN,541209102
11860,LOGQ,54141F103
11861,LOGX,70555Q104
11862,LOKB,53804W106
11863,LOKBU,53804W205
11864,LOKBWS,53804W114
11865,LOKM,538126103
11866,LOKMU,538126202
11867,LOKMWS,538126111
11868,LOMA,54150E104
11869,LONCF,54180A106
11870,LONCF,54179W309
11871,LONCFXXXX,54179W309
11872,LONE,54240F202
11873,LONE,54240F103
11874,LONEQ,54240F103
11875,LOOP,543518104
11876,LOPE,38526M106
11877,LOPP,36261K103
11878,LOPX,25460G534
11879,LORL,543881106
11880,LOTE,54567W309
11881,LOTZ,142552108
11882,LOTZW,142552116
11883,LOUP,45782C862
11884,LOV,846517100
11885,LOVE,54738L109
11886,LOW,548661107
11887,LOWC,78463X194
11888,LOWLF,547572107
11889,LPBC,534545108
11890,LPCN,53630X104
11891,LPG,Y2106R110
11892,LPI,516806205
11893,LPI,516806106
11894,LPKGF,550435101
11895,LPL,50186V102
11896,LPLA,50212V100
11897,LPPI,50184Q105
11898,LPPPD,543527303
11899,LPPPF,543527303
11900,LPPPF,543527204
11901,LPRO,68373J104
11902,LPSIF,524937208
11903,LPSN,538146101
11904,LPT,531172104
11905,LPTH,532257805
11906,LPTV,54352F107
11907,LPTX,52187K101
11908,LPX,546347105
11909,LQAVF,53633C107
11910,LQD,464287242
11911,LQDA,53635D202
11912,LQDB,46436E494
11913,LQDH,46431W705
11914,LQDI,46431W580
11915,LQDT,53635B107
11916,LQMT,53634X100
11917,LQWC,53222D201
11918,LQWDF,50213W107
11919,LRAXF,516683109
11920,LRCDF,51925D106
11921,LRCFF,547495101
11922,LRCX,512807108
11923,LRDC,516808102
11924,LRDG,54402R101
11925,LRDJF,790014104
11926,LRENY,54146M202
11927,LRET,90274R100
11928,LRFC,541098109
11929,LRGE,524682200
11930,LRGF,46434V282
11931,LRGR,550263206
11932,LRLCY,502117203
11933,LRMR,517125100
11934,LRN,86333M108
11935,LRN,48273U102
11936,LRNXXXX,48273U102
11937,LRNZ,53656F821
11938,LRSV,535771109
11939,LRTTD,53116A206
11940,LRTTF,53116A206
11941,LRTTF,53116A107
11942,LSAC,53228P109
11943,LSACU,53228P208
11944,LSACW,53228P117
11945,LSAF,90214Q774
11946,LSALD,68248J107
11947,LSAND,544312200
11948,LSANF,544312101
11949,LSANF,544312200
11950,LSAQ,53229E103
11951,LSAT,90214Q691
11952,LSBK,510700107
11953,LSCC,518415104
11954,LSCG,53224G707
11955,LSDAF,517907101
11956,LSEA,51509P103
11957,LSEAW,51509P111
11958,LSF,50736T102
11959,LSFG,53224B104
11960,LSFP,50203G104
11961,LSGEF,855614103
11962,LSI,53223X107
11963,LSKA,53654P102
11964,LSLT,69374H592
11965,LSLT,26922A164
11966,LSLTXXXX,26922A164
11967,LSPD,53229C107
11968,LSRCY,51809L109
11969,LSSDF,750481111
11970,LSST,63873X208
11971,LSTR,515098101
11972,LSXMA,531229409
11973,LSXMB,531229508
11974,LSXMK,531229607
11975,LSXMR,531229128
11976,LSYN,53013F100
11977,LTC,502175102
11978,LTCH,51818V106
11979,LTCHW,51818V114
11980,LTCO,54288P104
11981,LTDH,53839Q207
11982,LTES,524528106
11983,LTFD,537590101
11984,LTGHY,531850105
11985,LTH,53190C102
11986,LTHM,53814L108
11987,LTL,74347R263
11988,LTM,51817R106
11989,LTMAQ,51817R106
11990,LTMCF,53681G109
11991,LTMP,02012P106
11992,LTPZ,72201R304
11993,LTRE,522015106
11994,LTRN,51654W101
